facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
MAIN PASS 61 A,LA,Petroleum and Natural Gas Systems,23003.196,29.31623,-88.92044,2022
MC 194 A,LA,Petroleum and Natural Gas Systems,31644.254,28.791111,-89.056389,2022
MC 254 A-Delta House,LA,Petroleum and Natural Gas Systems,94554.75,28.75448,-88.26732,2022
MC 365 A (Corral),LA,Petroleum and Natural Gas Systems,80378.998,28.600964,-89.31131,2022
MC 437,LA,Petroleum and Natural Gas Systems,264354.286,28.5735,-87.9342,2022
MC 736 A-Thunder Hawk (Complex ID # 2045),LA,Petroleum and Natural Gas Systems,96979.75,28.2672,-88.3989,2022
MC 773 A (Devils Tower),LA,Petroleum and Natural Gas Systems,109457.49,28.20876,-88.73474,2022
MC 807 A,LA,Petroleum and Natural Gas Systems,162544.972,28.169524,-89.222876,2022
MC 807 B,LA,Petroleum and Natural Gas Systems,127200.816,28.159885,-89.239127,2022
MC 809 A,LA,Petroleum and Natural Gas Systems,166732.004,28.15402604,-89.10355357,2022
Loving Gas Plant,TX,Petroleum and Natural Gas Systems,12121.97429993434,31.81881,-103.6594267,2022
Lowry Gas Plant,LA,Petroleum and Natural Gas Systems,25521.454066682218,30.006607,-92.782745,2022
MARKHAM GAS PROCESSING PLANT,TX,Petroleum and Natural Gas Systems,104953.574,29.036661,-96.07851,2022
MBI NGLP Mont Belvieu Plant,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",226024.3,29.848405,-94.890932,2022
MCFS-CONWAY FRACTIONATOR,KS,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",132050.206,38.379109,-97.833582,2022
Lucedale (SESH) Compressor Station,MS,Petroleum and Natural Gas Systems,37569.968,30.972222,-88.699167,2022
MAYPEARL CMP STN,TX,Petroleum and Natural Gas Systems,40522.1,32.29306,-97.03917,2022
MCKNIGHT CMP STN,TX,Petroleum and Natural Gas Systems,42493.036,32.0097,-94.9228,2022
"MEP Atlanta Station 2, TX",TX,Petroleum and Natural Gas Systems,72189.158,33.056563,-94.186809,2022
"MEP Station 3 Perryville, LA",LA,Petroleum and Natural Gas Systems,65214.966,32.73211,-92.24888,2022
"MEP Station 4 Vicksburg, MS",MS,Petroleum and Natural Gas Systems,62283.624,32.277957,-90.667235,2022
MEDICAL AREA TOTAL ENERGY PLANT,MA,Power Plants,271862.096,42.336667,-71.108333,2022
MEDICAL CENTER COMPANY,OH,Power Plants,82220.84,41.50329,-81.6039,2022
MEDORA SANITARY LANDFILL,IN,Waste,74903.2,38.86662,-86.19976,2022
MEGlobal Oyster Creek,TX,"Chemicals,Suppliers of CO2",197291.28,28.980228,-95.333659,2022
MEMPHIS CELLULOSE LLC,TN,Pulp and Paper,35576.916,35.159551,-89.959858,2022
MENOMINEE LANDFILL,MI,Waste,58655.5,45.17373,-87.62938,2022
MEPI Gt Facility,IL,Power Plants,0.0,37.2175,-88.8658,2022
MERAUX REFINERY,LA,"Petroleum Product Suppliers,Refineries",655088.122,29.930517,-89.940643,2022
MERCEDES-BENZ US INTERNATIONAL INC,AL,Other,44972.78,33.18936,-87.26062,2022
MERCER COUNTY LANDFILL,WV,Waste,50220.0,37.330936,-81.128991,2022
MERCK SHARP & DOHME LLC - RAHWAY,NJ,Chemicals,83730.666,40.612743,-74.260921,2022
MERCURY MARINE FOND DU LAC COMPLEX,WI,Other,38316.21,43.759661,-88.468509,2022
MESA COUNTY LANDFILL,CO,Waste,100572.3,39.020833,-108.488333,2022
MESQUITE CREEK LANDFILL,TX,Waste,55709.796,29.740436,-98.026688,2022
MESSER LLC CORTEZ PLANT,CO,"Chemicals,Suppliers of CO2",778.284,37.343787,-108.760096,2022
METRO METHANE RECOVERY FACILITY,IA,Waste,47347.786,41.5989,-93.3548,2022
METROPOLITAN AIRPORTS COMMISSION,MN,Other,29139.688,44.893089,-93.232433,2022
"METTIKI COAL, LLC",MD,Other,31064.538,39.26178,-79.42836,2022
MEXIA LANDFILL,TX,Waste,6004.25,31.61294,-96.503316,2022
MEXICHEM FLUOR INC.,LA,"Chemicals,Industrial Gas Suppliers",54724.068,30.23617,-91.10396,2022
MGM RESORTS INTERNATIONAL,NV,Other,113633.872,36.189225,-115.188545,2022
"MGPI Processing, Inc.",KS,"Other,Waste",157534.508,39.561,-95.1333,2022
"MGPI of Indiana, LLC",IN,"Other,Suppliers of CO2",69844.188,39.098667,-84.860861,2022
MIAMI UNIVERSITY (1409090081),OH,Other,24828.956,39.471718,-84.752448,2022
MICHELIN NORTH AMERICA ARDMORE PLANT,OK,Other,25782.452,34.18369,-97.16853,2022
MICHIGAN STATE UNIVERSITY,MI,Other,334551.354,42.7178,-84.4836,2022
MICHIGAN SUGAR CO - CARO FACTORY,MI,Minerals,79982.948,43.4807,-83.3963,2022
MICHIGAN SUGAR CO - CROSWELL FACTORY,MI,Minerals,87370.568,43.266053,-82.619552,2022
MICHIGAN SUGAR COMPANY - Bay City,MI,Minerals,187446.59,43.57486,-83.91588,2022
MICHIGAN SUGAR COMPANY - SEBEWAING FACTORY,MI,Minerals,135816.786,43.741,-83.4483,2022
MICROCHIP TECHNOLOGY INC,OR,Other,149822.13268,45.51911,-122.44906,2022
"MICRON TECHNOLOGY, INC.",ID,Other,58326.996,43.5268,-116.1449,2022
MID AMERICA AGRI PRODUCTS WHEATLAND LLC,NE,Other,49621.964,40.85401,-101.54,2022
MID-MISSOURI ENERGY LLC,MO,"Other,Suppliers of CO2",82617.688,39.197222,-93.386389,2022
MIDDLE PENINSULA LANDFILL,VA,Waste,71123.05,37.521681,-76.624614,2022
MIDDLE POINT LANDFILL,TN,Waste,90153.948,35.941993,-86.361929,2022
MIDDLE TENNESSEE STATE UNIVERSITY,TN,Other,39311.652,35.84342,-86.37075,2022
MIDSHORE I REGIONAL SOLID WASTE FACILITY,MD,Waste,33144.5,38.746093,-76.019939,2022
MIDSHORE II REGIONAL SOLID WASTE FACILITY,MD,Waste,105344.5,38.9439,-75.85352,2022
MIDWAY-SUNSET COGENERATION CO.,CA,Power Plants,36048.364,35.22663,-119.62972,2022
MILLERSVILLE LANDFILL,MD,Waste,49427.6,39.085577,-76.676523,2022
MILLIKEN & CO MAGNOLIA PLT,SC,Other,112252.958,35.120688,-81.555726,2022
MILLIKEN & COMPANY PENDLETON FINISHING PLANT,SC,Other,14719.144,34.65874,-82.80247,2022
MILLIKEN SANITARY LANDFILL,CA,Waste,21459.75,34.036198,-117.558433,2022
MILWAUKEE REGIONAL MEDICAL CENTER THERMAL,WI,Power Plants,45703.976,43.0462,-88.0278,2022
MINN DAK FARMERS COOPERATIVE,ND,"Minerals,Waste",467762.148,46.323539,-96.61592,2022
MINNESOTA SOYBEAN PROCESSORS - BREWSTER,MN,Other,52885.25,43.705647,-95.456507,2022
MISSISSIPPI COUNTY LANDFILL,AR,Waste,92909.2,35.778,-89.967,2022
MISSISSIPPI LIME CO - CALERA PLANT,AL,Minerals,436801.634,33.093663,-86.794982,2022
MISSISSIPPI LIME CO - VERONA PLANT,KY,Minerals,307749.64,38.827901,-84.758804,2022
MISSISSIPPI LIME COMPANY,MO,Minerals,2591481.306,37.9742,-90.0678,2022
MIT Central Utility Plant,MA,Other,168493.854,42.3611,-71.0934,2022
"MITSUBISHI CHEMICAL AMERICA, INC. - POLYESTER FILM DIVISION",SC,Other,33432.914,34.92566,-82.26203,2022
MJMEUC GENERATING STATION 1,MO,Power Plants,61645.768,39.2499,-91.6444,2022
MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT,WI,Other,73586.428,43.01932,-87.8978,2022
MOCCASIN MIKE SANITARY LANDFILL,WI,Waste,65540.75,46.67142,-92.00087,2022
MODERN LANDFILL,PA,Waste,79096.25,39.960561,-76.5925,2022
"MODERN LANDFILL, INC",NY,Waste,364350.55,43.20882,-78.98108,2022
MOHAWK VALLEY SANITARY LANDFILL,NY,Waste,14469.5,43.072769,-75.130331,2022
MOLSON COORS BEVERAGE COMPANY USA LLC,GA,Other,31453.532,31.5933,-84.08805,2022
MOLSON COORS USA LLC - TRENTON BREWERY,OH,Other,29056.24,39.45241,-84.4765,2022
MOM BRANDS CO - PLANT 2 - NORTHFIELD,MN,Other,39046.604,44.45508,-93.16991,2022
MONARCH CEMENT COMPANY (THE),KS,Minerals,933015.196,37.797162,-95.431386,2022
MONARCH CERAMIC TILE INC,AL,Minerals,18279.132,34.826431,-87.670351,2022
MONMOUTH COUNTY RECLAMATION CENTER,NJ,Waste,216489.25,40.25119,-74.10812,2022
MONROE COUNTY LANDFILL,IN,Waste,18693.0,39.2808,-86.4739,2022
MONROEVILLE LDFL,PA,Waste,29876.2,40.4022,-79.79867,2022
MONTANA WASTE SYSTEMS - HIGHPLAINS SANITARY LANDFILL,MT,Waste,83945.15,47.61722,-111.17291,2022
MONTGOMERY CITY OF,AL,Waste,132052.25,32.408915,-86.320026,2022
MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,MD,Waste,218272.332,39.200734,-77.456357,2022
MONTMORENCY-OSCODA-ALPENA WASTE MANAGEME,MI,Waste,65664.75,45.015608,-84.15131,2022
MONTROSE COUNTY LANDFILL,CO,Waste,47207.2,38.5228,-107.82113,2022
"MONUMENT CHEMICAL HOUSTON, LLC",TX,Chemicals,69412.588,29.75487,-95.10327,2022
MORNING STAR PACKING CO (Williams),CA,Other,115000.216,39.1264,-122.1251,2022
MORRIS FARM LANDFILL,AL,Waste,30968.15,34.703571,-87.201836,2022
MORTON SALT,MI,Other,94389.824,44.24073,-86.31005,2022
"MORTON SALT, INC.",OH,Chemicals,79023.852,40.976821,-81.775437,2022
"MORTON SALT, INC.",NY,Other,52151.704,42.657389,-78.076111,2022
MOST INC,MO,Metals,28805.692,38.962791,-90.971733,2022
"MOST, INC",TN,Metals,23487.312,35.596221,-88.943062,2022
MOTIVA ENTERPRISES LLC,TX,"Petroleum Product Suppliers,Refineries",5213959.976,29.883333,-93.958333,2022
MOUNT CARBERRY LANDFILL,NH,Waste,52002.45,44.502699,-71.186431,2022
MOUNT SINAI HOSPITAL,NY,Other,42430.442,40.78921,-73.95482,2022
MOUNT VERNON MILLS INC APPAREL FABRICS DIV,GA,Other,60284.912,34.5477,-85.3112,2022
MOUNTAIN CEMENT CO,WY,Minerals,474100.97,41.26109,-105.60319,2022
MOUNTAIN STATE CARBON,WV,Metals,67734.504,40.34361,-80.60667,2022
MOUNTAINVIEW SANITARY LANDFILL,MD,Waste,6226.25,39.607222,-78.921944,2022
MGS Platform A,AK,Petroleum and Natural Gas Systems,9675.478,60.795833,-151.495556,2022
MP 153 B (Complex ID # 20341),LA,Petroleum and Natural Gas Systems,5883.41,29.117396,-88.844508,2022
MP 252 A/B,AL,Petroleum and Natural Gas Systems,11478.768,29.360893,-87.885833,2022
MP 310 A (Complex ID # 23083),LA,Petroleum and Natural Gas Systems,10686.46,29.187455,-88.683422,2022
MEWBOURN GAS PLANT,CO,Petroleum and Natural Gas Systems,280376.514,40.266583,-104.734944,2022
MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT,CA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",30804.692,35.280555,-119.311943,2022
MOBILE BAY NGL RECOVERY PLANT,AL,Petroleum and Natural Gas Systems,40442.302,30.38948,-88.17295,2022
MINISINK COMPRESSOR STATION,NY,Petroleum and Natural Gas Systems,58003.982,41.33926,-74.522522,2022
Macksville Compressor Station,KS,Petroleum and Natural Gas Systems,14758.812,38.072843,-98.968043,2022
Macon LNG,GA,"Other,Petroleum and Natural Gas Systems",20606.328,32.8918,-83.51668,2022
MP Mine Operations LLC,CA,Other,45077.926,35.47129,-115.52864,2022
"MPC Generating, LLC",GA,Power Plants,94465.254,33.8122,-83.6954,2022
MPM SILICONES LLC,WV,Chemicals,35804.108,39.484572,-81.093403,2022
MT JEWETT COMPLEX,PA,Other,38171.756,41.7,-78.48,2022
MUNDY LANDFILL,LA,Waste,136862.5,32.057376,-93.590889,2022
MURRAY COUNTY LANDFILL,GA,Waste,47369.25,34.6802,-84.7351,2022
MUSKEGON COUNTY SOLID WASTE FACILITY,MI,Waste,64369.85,43.235238,-86.01343,2022
MUSKOGEE COMMUNITY LNDFLL,OK,Waste,132675.0,35.71785,-95.42943,2022
MW Custom Paper LLC- Holston Landfill,TN,Waste,17642.25,36.507018,-82.39289,2022
"MW/MB, LLC",TN,Minerals,34902.416,36.59803,-87.26594,2022
"MWC, LLC",MI,Other,34435.358,43.019113,-84.549654,2022
Macheche Combustion Turbine,GU,Power Plants,35806.272,13.51077,144.826955,2022
Macland Disposal Center Commercial and Industrial Landfill,MS,Waste,119640.5,30.506917,-88.535833,2022
Macon Bibb Walker Road MSWL,GA,Waste,60210.0,32.822514,-83.618969,2022
Maddox,NM,Power Plants,213845.904,32.7142,-103.3015,2022
Madison Generating Station,OH,Power Plants,448704.288,39.4522,-84.465,2022
MagRetech LLC,OH,Metals,117407.406196,41.28298,-82.88773,2022
Magic Valley Generating Station,TX,Power Plants,945306.096,26.3403,-98.19,2022
Magnet Cove Generating Station,AR,Power Plants,1241184.496,34.4304,-92.8333,2022
Magnitude 7 Metals LLC,MO,Metals,374281.361,36.510698,-89.564834,2022
Magnolia,CA,Power Plants,609582.192,34.1788,-118.3153,2022
Magnolia Facility,MS,Power Plants,2075339.783,34.8358,-89.2017,2022
Magnolia Landfill,LA,Waste,13449.0,32.478456,-91.991875,2022
Mahaska County Sanitary Landfill - Binns and Stevens Site,IA,Waste,36608.8,41.22136,-92.641,2022
"Mad Dog. MMS Platform ID 02481, Complex ID 1215-1",LA,Petroleum and Natural Gas Systems,112448.058,27.1886444444,-90.2687475,2022
Main Pass 300 B,LA,Petroleum and Natural Gas Systems,22870.122,29.1549,-88.4654,2022
Main Pass 313 A,LA,Petroleum and Natural Gas Systems,25570.216,30.440256516595,-90.086694714576,2022
Main Pass 41 B O BB,LA,Petroleum and Natural Gas Systems,55989.318,29.3999,-88.9697,2022
Main Pass 42 D L M,LA,Petroleum and Natural Gas Systems,37150.234,29.4007,-89.0349,2022
Main Pass 61B Platform,LA,Petroleum and Natural Gas Systems,12571.408,29.2976,-88.9205,2022
"Magnolia LNG, LLC",LA,Petroleum and Natural Gas Systems,0.0,30.10391,-93.301505,2022
Madill Plant,OK,Petroleum and Natural Gas Systems,20684.526,34.084167,-96.59,2022
Magnolia Amine Plant,LA,Petroleum and Natural Gas Systems,396164.808,32.267848,-93.298611,2022
Majorsville Gas Plant,WV,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",155714.696,39.963284,-80.519491,2022
Makena Gas Plant,CO,Petroleum and Natural Gas Systems,46265.512,40.630148,-104.260187,2022
Maljamar Gas Plant,NM,"Injection of CO2,Petroleum and Natural Gas Systems",76693.64938507524,32.813889,-103.771944,2022
Mallet CO2 Recovery Plant,TX,Petroleum and Natural Gas Systems,66769.0,33.46028,-102.56333,2022
Mainline Compressor Station,LA,Petroleum and Natural Gas Systems,16762.344,32.410321,-92.981498,2022
Majorsville Compressor Station,WV,Petroleum and Natural Gas Systems,25818.106,39.963027,-80.554114,2022
Mansfield Compressor Station,LA,Petroleum and Natural Gas Systems,157786.218,31.796664,-93.510454,2022
Maine Independence Station,ME,Power Plants,270363.848,44.8236,-68.7106,2022
"Malaga Power, LLC",CA,Power Plants,9513.316,36.6894,-119.7399,2022
Malburg Generating Station,CA,Power Plants,214090.156,33.9983,-118.2219,2022
Malteurop North America Inc,MT,Other,29062.64,47.535981,-111.412452,2022
Malteurop North America Inc,WI,Other,277.248,43.00472,-87.96155,2022
Manatee,FL,Power Plants,2431608.54,27.6058,-82.3456,2022
Manchester Street,RI,Power Plants,464973.707,41.8167,-71.4042,2022
Manchief Generating Station,CO,Power Plants,127291.128,40.2201,-103.679,2022
Manitowoc,WI,Power Plants,196846.708,44.082,-87.6558,2022
Mankato Energy Center,MN,Power Plants,730360.68,44.1965,-94.0099,2022
Marana Regional Landfill,AZ,Waste,59320.2,32.393306,-111.276417,2022
Marathon El Paso Refinery,TX,"Chemicals,Petroleum Product Suppliers,Refineries",808678.798,31.76945,-106.41426,2022
Marathon Mandan Refinery,ND,"Petroleum Product Suppliers,Refineries",695213.234,46.8441,-100.8855,2022
Marathon Petroleum Corporation,ND,Chemicals,70035.436,47.087672,-102.9482,2022
Marcus Hook Energy Center - MH750,PA,Power Plants,2083091.28,39.8083,-75.4225,2022
Marianas Energy Company,GU,Power Plants,282195.348,13.463579,144.678216,2022
Marion,IL,Power Plants,1130908.264,37.6206,-88.955,2022
Marion County Landfill,TN,Waste,44334.25,35.043713,-85.632659,2022
Marion County Mine,WV,Other,1360408.134,39.584632,-80.362401,2022
Marion County Preparation Plant,WV,Other,37184.736,39.6051,-80.2837,2022
"Marco Polo TLP, Green Canyon 608 Platform",LA,Petroleum and Natural Gas Systems,50741.694,27.362,-89.8186,2022
Marlan Gas Plant,NM,Petroleum and Natural Gas Systems,28098.298,32.535209,-103.825291,2022
Marietta,PA,Petroleum and Natural Gas Systems,33575.194,40.06251,-76.57777,2022
Marion Ethanol LLC d/b/a Poet Biorefining - Marion,OH,"Other,Suppliers of CO2",201171.392,40.61856,-83.15956,2022
"Mariposa Energy, LLC",CA,Power Plants,52037.756,37.7965,-121.6049,2022
"Mark One Generating, LLC",TX,Power Plants,3441.688,29.2299144939641,-95.4310134145036,2022
Marlboro Paper Mill,SC,Pulp and Paper,103034.568,34.605,-79.785,2022
Marquette Energy Center,MI,Power Plants,73413.068,46.56444,-87.43456,2022
"Marlin, Platform ID 02481, Complex ID 235-1",LA,Petroleum and Natural Gas Systems,78507.526,29.107556,-87.943622,2022
Marquis Energy - Illinois LLC,IL,Other,526800.568,41.276218,-89.31781,2022
"Marquis Energy - Wisconsin, LLC",WI,Other,124187.432,43.99187,-90.07219,2022
"Mars Petcare US, Inc.",OH,Other,25272.804,39.97357,-83.13588,2022
"Mars Wrigley Confectionery US, LLC",NJ,Other,45510.628,40.86159,-74.82745,2022
Marsh Landing Generating Station,CA,Power Plants,85789.432,38.01231,-121.76463,2022
Marsh Run Generation Facility,VA,Power Plants,203935.088,38.5283,-77.7681,2022
Marshall,KY,Power Plants,289623.018,37.0286,-88.3958,2022
Marshall,NC,Power Plants,5272927.738,35.5975,-80.9658,2022
Marshall County Mine,WV,Other,2111338.67,39.82446,-80.6035,2022
Marshall County Sanitary Landfill,IA,Waste,30959.75,42.02874,-92.98242,2022
Martin,FL,Power Plants,3659605.316,27.0536,-80.5628,2022
Martin Drake,CO,Power Plants,142862.064,38.8244,-104.8331,2022
Martin Lake,TX,Power Plants,13330423.228,32.2597,-94.5703,2022
"Martin Marietta South Texas Cement, LLC",TX,Minerals,1169027.37,29.803771,-98.039969,2022
Martinez Renewable Fuel Facility,CA,"Chemicals,Suppliers of CO2",247754.154,38.0251,-122.0639,2022
Martins Creek,PA,Power Plants,172382.378,40.796,-75.107,2022
Masonite Corporation,WI,Other,22581.1,44.657848,-90.15824,2022
Massena Energy Facility,NY,Power Plants,527.0,44.9503,-74.8928,2022
Mastronardi Produce,MI,Other,30494.436,41.92257,-85.02341,2022
Matalco Bluffton LLC,IN,Metals,20597.772,40.72133,-85.20312,2022
Matanuska-Susitna Borough Central Landfill,AK,Waste,26550.0,61.589821,-149.205408,2022
"Materion Brush, Inc.",OH,Metals,23426.512,41.48839,-83.21624,2022
Matheson - Anacortes Hydrogen Plant,WA,Chemicals,43406.0,48.465891,-122.565397,2022
Matheson - LEMONT PLANT,IL,Chemicals,395705.9,41.639479,-88.102984,2022
Matheson - LIMA I PLANT,OH,Chemicals,83682.0,40.72211,-84.11329,2022
Matheson - LIMA II PLANT,OH,Chemicals,107835.0,40.72211,-84.11329,2022
Matheson - LIMA III PLANT,OH,Chemicals,114418.0,40.72211,-84.11329,2022
Martin County Gas Plant,TX,Petroleum and Natural Gas Systems,359289.592,32.15462,-101.931846,2022
Maryneal Compressor Station,TX,Petroleum and Natural Gas Systems,33732.426,32.92548,-96.81613,2022
Matheson - SARALAND PLANT,AL,Chemicals,79338.0,30.79089,-88.05873,2022
Matlock Bend Landfill,TN,Waste,157795.5,35.740686,-84.419177,2022
Maxwell Creek Landfill,TX,Waste,70679.0,32.999,-96.5796,2022
Mayo Electric Generating Plant,NC,Power Plants,1377810.508,36.5278,-78.8917,2022
McCOMBS LANDFILL,TX,Waste,290713.5,31.975476,-106.417031,2022
McCartney Generating Station,MO,Power Plants,59029.432,37.2479,-93.1709,2022
McClain Energy Facility,OK,Power Plants,870080.276,35.2979,-97.5896,2022
McClellan,AR,Power Plants,28303.774,33.5648,-92.7917,2022
McClure River Prep Plant,VA,Other,28062.198,37.1046018,-82.3948171,2022
McCommas Bluff Landfill,TX,Waste,481628.65,32.6812,-96.7239,2022
McDaniel,ND,Waste,26303.294,47.978861,-101.102686,2022
McIntosh (6124),GA,Power Plants,82815.906,32.3558,-81.1683,2022
McIntosh (7063),AL,Power Plants,509411.908,31.2546,-88.0299,2022
McIntosh Combined Cycle Facility,GA,Power Plants,3298870.824,32.3478,-81.1828,2022
McKinley Paper WI Company,WI,"Power Plants,Waste",260303.696,44.27033,-88.30358,2022
McMeekin,SC,Power Plants,371249.888,34.0533,-81.2178,2022
McPherson Municipal Power Plant #2,KS,Power Plants,32435.546,38.363696,-97.682562,2022
McPherson Municipal Power Plant #3,KS,Power Plants,20308.168,38.3864,-97.61,2022
McWane Ductile - Ohio,OH,"Metals,Waste",78667.742,40.24534,-81.86284,2022
"McWane Ductile - Utah, A Division of McWane Inc.",UT,"Metals,Waste",71570.27,40.199753,-111.631752,2022
McWane Ductile-New Jersey,NJ,Metals,58565.636,40.685603,-75.187949,2022
McWilliams,AL,Power Plants,1638459.02,31.4001,-86.4767,2022
Mead Johnson Nutrition,MI,Other,24516.508,42.812378,-85.99931,2022
Medley Landfill,FL,Waste,110577.5,25.686395,-80.346932,2022
Medway Station,MA,Power Plants,127144.62,42.1364,-71.4478,2022
"Melrose Dairy Proteins, LLC",MN,Other,23944.708,45.667393,-94.798139,2022
Medusa,LA,Petroleum and Natural Gas Systems,79898.972,28.3944,-89.456,2022
Meeker Gas Plant,CO,Petroleum and Natural Gas Systems,324293.628,39.910727,-108.294316,2022
Mentone Gas Plant,TX,Petroleum and Natural Gas Systems,76957.748,31.786111,-103.680555,2022
Mentone Gas Plant,TX,Petroleum and Natural Gas Systems,201875.542,31.775218,-103.622565,2022
Mertzon Gas Plant,TX,Petroleum and Natural Gas Systems,33122.60739744177,31.25577,-100.89031,2022
Meeker Compressor Station,CO,Petroleum and Natural Gas Systems,14690.312,39.891773,-108.290437,2022
Meramec,MO,Power Plants,209080.934,38.4017,-90.3358,2022
Merck Sharp & Dohme LLC,PA,Chemicals,249419.39,40.2128,-75.3022,2022
Merck Sharp & Dohme LLC,VA,Chemicals,41649.192,38.382253,-78.645033,2022
Merom,IN,Power Plants,5426984.518,39.0694,-87.5108,2022
Merrill Field Landfill,AK,Waste,60496.0,61.210854,-149.846558,2022
Merrimack,NH,Power Plants,335853.936,43.1411,-71.4692,2022
Mesquite Generating Station,AZ,Power Plants,2762843.812,33.3451,-112.8638,2022
Metcalf Energy Center,CA,Power Plants,928848.62,37.2169,-121.7439,2022
"Methanex USA, LLC - Geismar Methanol Plant",LA,Chemicals,995768.628,30.205949,-91.0207,2022
Metro Nashville District Energy System,TN,Power Plants,30982.884,36.15774,-86.76984,2022
Metro Recycling and Disposal Facility,WI,Waste,34889.44,42.84895,-88.06988,2022
"Mexichem Specialty Resins, Inc.",IL,Other,26343.6,41.13525,-89.341073,2022
"Mexichem Specialty Resins, Inc.",NJ,Other,27720.296,39.763889,-75.422778,2022
Miami Fort Generating Station,OH,Power Plants,6015730.488,39.1131,-84.8031,2022
Michelin NA Lexington,SC,Other,62748.55,33.93412,-81.28582,2022
Michigan City Generating Station,IN,Power Plants,1504635.082,41.7203,-86.9097,2022
Michigan Milk Producers Association,MI,Other,26623.3,43.00655,-84.37922,2022
Michigan Power Limited Partnership,MI,Power Plants,545941.676,43.94,-86.4247,2022
Microchip Technology,CO,Other,179645.448021,38.78695,-104.80641,2022
Microchip Technology Inc.,AZ,Other,88429.95576,33.41663,-111.96953,2022
"Micron Technology, Inc.",VA,Other,266820.6285568,38.74876,-77.51142,2022
Mid American Steel & Wire,OK,Metals,36288.596,34.07091,-96.75503,2022
Mid-Connecticut Resources Recovery Facility,CT,Waste,95110.07,41.7494,-72.6536,2022
Mid-Georgia Cogeneration,GA,Power Plants,224157.606,32.4853,-83.6036,2022
Mid-Town Thermal Center,NJ,Power Plants,40379.44,39.35978,-74.43384,2022
Mid-Valley Sanitary Landfill,CA,Waste,73426.1,34.1422,-117.418647,2022
Middleborough Landfill,MA,Waste,5506.0,41.92843,-70.83454,2022
Middlesex County Landfill,NJ,Waste,124303.95,40.474236,-74.394844,2022
Middletown,CT,Power Plants,196967.958,41.5544,-72.5793,2022
Middletown Energy Center,OH,Power Plants,1294693.452,39.464805,-84.347833,2022
Midland Cogeneration Venture,MI,Power Plants,3617622.024,43.5861,-84.2242,2022
Midlothian Energy,TX,Power Plants,2069205.932,32.4302,-97.0537,2022
Midulla Generating Station,FL,Power Plants,1505740.42,27.6417,-81.9625,2022
Midway Landfill,CO,Waste,96514.35,38.55208,-104.65769,2022
"Midway Peaking, LLC",CA,Power Plants,14148.248,36.654,-120.5797,2022
Milam Recycling and Disposal Facility,IL,Waste,124874.614,38.655,-90.125,2022
Milan Energy LLC,PA,Power Plants,23230.412,41.895,-76.575,2022
Milford Power Company LLC,CT,Power Plants,1468472.508,41.2239,-73.1,2022
"Milford Power, LLC",MA,Power Plants,70582.688,42.1292,-71.5122,2022
Mill Creek,KY,Power Plants,7066312.968,38.0531,-85.91,2022
Mill Creek Combustion Turbine Sta,SC,Power Plants,94374.368,35.1597,-81.4306,2022
Millennium Power,MA,Power Plants,444269.852,42.1127,-72.0152,2022
Milner Butte Landfill,ID,Waste,34791.942,42.459845,-114.005063,2022
Milton R Young,ND,Power Plants,4551375.134,47.0664,-101.2139,2022
Mineral Park Mine,AZ,Other,132.548,35.0,-114.0,2022
Mingo Logan Coal LLC,WV,Other,165648.0,37.923056,-81.833333,2022
Mint Farm Generation Station,WA,Power Plants,659361.356,46.1403,-122.9842,2022
Miramar Energy Facility,CA,Power Plants,18505.532,32.8769,-117.1664,2022
Mississippi Lime Company - Bonne Terre,MO,Minerals,151760.852,37.88913,-90.53011,2022
Mississippi Silicon,MS,Metals,140881.244,34.805939,-88.323053,2022
Mississippi State University,MS,Other,26663.446,33.45834,-88.80383,2022
Missoula Landfill,MT,Waste,22769.7,46.9032,-114.0137,2022
Mitchell (WV),WV,Power Plants,3727207.226,39.8297,-80.8153,2022
Mitsubishi Cement Corp Cushenbury Cement Plant,CA,Minerals,1160734.582,34.437557,-116.891034,2022
Mitsubishi Chemical America,TN,Other,59065.928,35.27161,-89.97426,2022
"Mitsubishi Electric Power Products, Inc.",PA,"Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other",34293.5256,40.66715,-80.11272,2022
Mississippi Canyon 109 A,LA,Petroleum and Natural Gas Systems,35879.216,28.86467752,-88.93079054,2022
Mississippi Canyon 650 A,LA,Petroleum and Natural Gas Systems,51325.146,28.341535,-88.265687,2022
Mississippi Canyon 724 Gulfstar 1 (Tubular Bells),LA,Petroleum and Natural Gas Systems,118288.08,28.23497,-88.99536,2022
Mobile 823 A,AL,Petroleum and Natural Gas Systems,21942.324,30.188952,-88.163127,2022
Mobile Bay - Northwest Gulf Platform,AL,Petroleum and Natural Gas Systems,31468.268,30.188267,-88.121611,2022
